tag,id,type,answerable,refused,refusal_correct,gold_in_context,n_context,n_sources,cited,latency,prompt_tokens,completion_tokens,correctness,faithfulness,relevancy,judge_comment,question,answer,expected
gpt-oss-120b/basic,q18,specific,True,False,True,False,5,5,False,6.36,661,164,1,5,3,"Ответ системы неверный, так как в контексте нет информации о патче 7.41f, однако в эталоне иные данные. По контексту информации действительно нет, поэтому faithfulness высокий, но correctness низкий из-за несоответствия с эталоном.",Что изменили у Anti-Mage в патче 7.41f?,"В патче 7.41 f герой **Anti‑Mage** не получил никаких изменений.  
Все правки, связанные с ним, были внесены в предыдущих патчах 7.41a‑7.41d (увеличение базовой ловкости, скорости передвижения, изменения Mana Break, Blink, Persecutor и талантов). В 7.41f список изменений героя пуст — его параметры и умения остались без правок.",В 7.41f у Mana Break урон от сожжённой маны увеличен с 60% до 65%.
gpt-oss-120b/basic,q19,specific,True,False,True,True,5,4,False,5.52,761,79,5,5,5,"Ответ полностью верен, подтвержден контекстом и точно отвечает на поставленный вопрос.",Сколько маны стоит Laguna Blade у Lina?,"Стоимость маны у способности **Laguna Blade** у Лины зависит от уровня способности:

- **1‑й уровень** – 150 маны  
- **2‑й уровень** – 300 маны  
- **3‑й уровень** – 450 маны.",Laguna Blade стоит 150 / 300 / 450 маны.
gpt-oss-120b/basic,q20,multi_doc,True,False,True,True,5,4,False,5.83,873,202,5,5,5,"Ответ полностью верен, содержит всю необходимую информацию из эталона и контекста, оформлен наглядно и точно отвечает на вопрос.",Сравни стоимость Blink Dagger и Overwhelming Blink.,"**Стоимость предметов**

| Предмет | Стоимость (золото) |
|---------|-------------------|
| **Blink Dagger** | 2 250  золота |
| **Overwhelming Blink** | 6 800  золота |

**Сравнение**

- **Overwhelming Blink** почти в **3 раза дороже** чем обычный **Blink Dagger**.  
- Разница в стоимости составляет **6 800 – 2 250 = 4 550 золота**.  

Таким образом, если сравнивать цены, Overwhelming Blink значительно дороже и относится к более продвинутым (и дорогим) предметам, тогда как Blink Dagger — базовый предмет для мгновенного перемещения.","Blink Dagger стоит 2250 золота, Overwhelming Blink — 6800 золота, то есть на 4550 дороже."
gpt-oss-120b/basic,q21,multi_doc,True,False,True,True,5,5,False,6.77,769,113,1,1,5,"Ответ системы неверен, так как в контексте нет информации о броне Anti-Mage, но система приписала ему броню 1 и сделала неверный вывод, противоречащий эталонному ответу.",У кого больше базовой брони: у Axe или у Anti-Mage?,"У Axe базовая броня — 3.  
У Anti‑Mage базовая броня — 1.  

Следовательно, больше базовой брони имеет **Axe**.","У Anti-Mage больше: около 6,17 брони против 3 у Axe."
gpt-oss-120b/basic,q22,multi_doc,True,False,True,True,5,5,False,5.42,804,91,5,5,5,"Ответ полностью верен, опирается на контекст и точно отвечает на поставленный вопрос для обоих персонажей.",Какой основной атрибут и тип атаки у Crystal Maiden и у Lina?,"**Crystal Maiden**  
- **Основной атрибут:** Интеллект  
- **Тип атаки:** Дальний бой  

**Lina**  
- **Основной атрибут:** Интеллект  
- **Тип атаки:** Дальний бой","У обеих основной атрибут — интеллект, обе атакуют в дальнем бою."
gpt-oss-120b/basic,q23,multi_doc,True,False,True,True,5,4,False,6.03,795,334,5,5,5,"Ответ полностью точен, полностью подтвержден контекстом и точно отвечает на вопрос.",Как менялась способность Battle Hunger у Axe в патчах 7.41d и 7.41e?,"**Патч 7.41d**

- **Дальность применения** (range) — уменьшена:  
  - Было : 700 / 775 / 850 / 925  (для уровней 1‑4)  
  - Стало : 600 / 700 / 800 / 900  

*Другие параметры (урон в секунду, длительность, замедление, кулдаун, мана) остались без изменений.*

---

**Патч 7.41e**

- **Урон в секунду** — уменьшён:  
  - Было : 12 / 18 / 24 / 30  урона/сек (уровни 1‑4)  
  - Стало : 12 / 16 / 20 / 24  урона/сек  

*Все остальные параметры (дальность, длительность, замедление, кулдаун, мана) остались прежними.*

---

### Итог
- В 7.41d сократилась **дальность** применения Battle Hunger.  
- В 7.41e снизился **урон в секунду** способности.  

Таким образом, за два патча способность стала чуть менее «дальнобойной», а затем — менее «мощной» по урону.",В 7.41d дальность применения уменьшена с 700/775/850/925 до 600/700/800/900; в 7.41e урон в секунду уменьшен с 12/18/24/30 до 12/16/20/24.
gpt-oss-120b/basic,q24,multi_doc,True,False,True,True,5,5,False,7.52,604,639,5,5,5,"Ответ полностью верен, подробно и точно раскрывает отличия между Silence и Break, опираясь на предоставленный контекст.",Чем Silence отличается от Break?,"**Silence** и **Break** — это два разных типа контроля, которые влияют на способности героя, но делают это по‑разному.

| Параметр | Silence | Break |
|----------|---------|-------|
| **Что отключает** | Полностью запрещает **активировать** любые способности героя (как обычные, так и автокасты). При этом уже включённые автокасты перестают работать, а переключаемые способности «застревают» в текущем состоянии, но их действие не блокируется. | Отключает **пассивные** способности героя (и пассивные эффекты способностей). При этом **пассивные эффекты предметов** и **таланты** остаются активными (за исключением редких исключений). |
| **Влияние на предметы** | Не затрагивает пассивные свойства предметов (например, уклонение от *Talisman of Evasion*). | Точно так же не отключает пассивные свойства предметов. |
| **Влияние на таланты** | Таланты работают как обычно. | Таланты тоже работают, если только в их описании явно не указано, что они подвержены break. |
| **Примеры** | *Global Silence* — все герои не могут кастовать способности, но их пассивные умения (например, *Reincarnation* у Wraith King) продолжают работать. | *Break* от *Lion* (при использовании *Mana Drain* + *Earth Spike* в комбинации) отключит пассивный урон *Viper* (*Corrosive Skin*), но не отключит уклонение от *Talisman of Evasion*. |
| **Исключения** | Нет исключений для пассивных способностей – они просто не могут быть активированы. | Некоторые пассивные эффекты, связанные с «on‑death» (например, *Reincarnation*) или «direct‑synergy» (например, *Caustic Finale* + *Burrowstrike*) обычно **не** отключаются. |
| **Тип контроля** | **Слуш** (мут) – блокирует команды на использование способностей. | **Брейк** – ломает (break) пассивные механики. |

### Кратко:
- **Silence** — герой **не может кастовать** ни одну способность, но его пассивные умения, предметные пассивы и таланты продолжают работать.  
- **Break** — герой **может кастовать** все активные способности, но **его пассивные способности** (и только они) **выключаются**; пассивные свойства предметов и таланты остаются активными.

Таким образом, основное различие — в том, что Silence ограничивает **активные** действия, а Break ограничивает **пассивные**.","Silence запрещает использовать активные способности героя (и прерывает поддерживаемые заклинания), а Break отключает пассивные способности (кроме пассивок предметов). Эти эффекты независимы друг от друга."
gpt-oss-120b/basic,q25,multi_doc,True,False,True,False,5,5,False,11.13,765,859,5,5,5,"Ответ полностью верен, подробно раскрывает различия на основе эталона и предоставленного контекста, отлично структурирован.",Чем вампиризм заклинаний (spell lifesteal) отличается от обычного вампиризма (lifesteal)?,"**Вампиризм заклинаний (Spell Lifesteal)** и **обычный вампиризм (Lifesteal)** – это два разных механизма восстановления здоровья, которые работают по разным правилам.

| Параметр | Обычный вампиризм (Lifesteal) | Вампиризм заклинаний (Spell Lifesteal) |
|----------|------------------------------|----------------------------------------|
| **Источник восстановления** | Нанесённый **урон от атак** (обычные авто‑атаки, некоторые способности, которые считаются «attack‑based», например *Life Drain* у Viper). | Нанесённый **урон от способностей** (заклинаний, способностей‑спеллов, предметов, которые наносят магический/физический/чистый урон). |
| **Как считается процент** | Процент от **фактического урона**, нанесённого цели (включая overkill). Если вы убили цель, то лечение считается от **полного урона**, а не только от оставшегося здоровья. | Процент от **фактического урона**, но **не учитывается overkill**. Если ваш спелл убивает цель, лечение считается только от того количества здоровья, которое у цели осталось до смерти (т.е. от её текущего HP). |
| **Тип урона, который может «выпить»** | Работает только с **уроном от атак**. Не учитывает урон от способностей, даже если они наносят физический урон. | Работает с **уроном от способностей**. Не работает с чистым уроном (если не указано иначе) и с отражённым уроном. Некоторые герои (например Queen of Pain) могут делать исключения – её пассивный вампиризм заклинаний работает и от чистого урона. |
| **Предметы/таланты, дающие эффект** | *Mask of Madness*, *Satanic*, *Vladmir’s Offering* и т.п. | *Voodoo Mask* (+15 % к Spell Lifesteal), *Revenant’s Brooch*, *Vampire Fangs*, а также таланты героев (например, у Queen of Pain) и некоторые артефакты, требующие Aghanim’s Scepter/Shard. |
| **Примеры способностей, которые **не** вызывают Spell Lifesteal** | — | Способности, наносящие **чистый** урон (например, *Doom* у Doom), **отражённый** урон, или урон, который считается «не спеллом» (например, *Ghost Ship*‑овский «rum wear‑off»). |
| **Взаимодействие с убийством** | При убийстве цель дает вам полное лечение, как если бы вы нанесли весь урон. | При убийстве лечение считается только от **оставшегося здоровья** цели в момент смерти (т.е. от того, что осталось после её текущего HP). |

### Кратко:

- **Lifesteal** – восстанавливает здоровье от урона, нанесённого обычными атаками. Учёт overkill‑урона, работает только с атакой.
- **Spell Lifesteal** – восстанавливает здоровье от урона, нанесённого способностями. Не учитывает overkill, не работает с чистым/отражённым уроном (за исключением некоторых героев), и часто требует специальных предметов или талантов.

Эти различия важны при построении билда: если ваш герой наносит основной урон способностями, вам нужен предмет с **Spell Lifesteal** (например, Voodoo Mask), а если урон идёт в основном от атак – обычный **Lifesteal** (Satanic, Mask of Madness и т.п.).","Обычный lifesteal лечит от урона атак, а spell lifesteal — от урона заклинаний; spell lifesteal не учитывает избыточный урон (overkill) — лечение считается от оставшегося здоровья цели."
gpt-oss-120b/basic,q26,multi_doc,True,False,True,True,5,3,False,9.5,875,68,5,5,5,"Ответ полностью верен, содержит правильный расчет и следует из контекста.","Сколько золота нужно, чтобы купить и Black King Bar, и Linken's Sphere?",Для покупки обоих предметов понадобится **8850 золота** (4050 золота за Black King Bar + 4800 золота за Linken's Sphere).,4050 + 4800 = 8850 золота.
gpt-oss-120b/basic,q27,multi_doc,True,False,True,True,5,3,False,6.17,699,203,5,5,5,"Ответ полностью точен, содержит верные цифры из официального источника и дополнен деталями из контекста.",Какой урон наносит Laguna Blade у Lina?,"**Laguna Blade** у Lina наносит мгновенный урон по одному вражескому юниту:

| Уровень способности | Урон |
|---------------------|------|
| 1‑й уровень         | **400** |
| 2‑й уровень         | **580** |
| 3‑й уровень         | **760** |

Эти цифры актуальны после патча 7.41c (увеличение с 380/565/750). При максимальном стеке **Fiery Soul** урон может быть выше (до 640/840/1040), а при сочетании с **Flame Cloak** — до 864/1134/1404, но базовый урон способности именно 400/580/760.",По официальным данным — 400 / 580 / 760 урона (на Fandom Wiki указаны устаревшие 500 / 700 / 900).
gpt-oss-120b/basic,q28,reasoning,True,False,True,True,5,3,False,6.61,803,202,5,5,5,"Ответ полностью верен, полностью подтвержден контекстом и точно отвечает на поставленный вопрос.","Если у Anti-Mage есть Linken's Sphere и активен Counterspell, что сработает при направленном в него заклинании?","При активном **Counterspell** приоритет у него выше, чем у любого эффекта **Spell Block**, в том числе у **Linken’s Sphere**. Поэтому, когда в Anti‑Mage направляют заклинание, сначала срабатывает Counterspell: заклинание блокируется и (если это целевое заклинание) отбрасывается обратно к кастеру.  

**Linken’s Sphere** в этот момент не активируется и не «поглощает» заклинание – он просто игнорируется, пока длится анти‑магический щит Counterspell.  

Итого: при направленном заклинании с активным Counterspell оно будет заблокировано/отражено Counterspell’ом, а Linken’s Sphere не сработает.","Сработает Counterspell: он имеет наивысший приоритет среди блоков и отражений заклинаний, поэтому Linken's Sphere не сработает."
gpt-oss-120b/basic,q29,reasoning,True,False,True,True,5,4,False,6.89,870,305,1,1,5,Ответ системы полностью противоречит эталонному ответу и контексту (в контексте прямо указано: 'Does not apply the movement speed slow to units without mana'). Система утверждает ровно противоположное.,"Замедлит ли Mana Break у Anti-Mage цель, у которой вообще нет маны?","Да. Mana Break у Anti‑Mage работает в два этапа: 

1. При атаке он сжигает ману цели (по значению «Mana Burned per Hit» и «Max Mana Burned per Hit»).  
2. Если после сжигания у цели **полностью закончилась манa** (то есть 0 мана), к атаке добавляется **дебафф замедления скорости передвижения**.

Таким образом, когда цель уже не имеет маны, её атакует Anti‑Mage, Mana Break сжигает 0 мана, но всё‑равно срабатывает эффект *Move Speed Slow on Full Drain* (25 %/30 %/35 %/40 % в зависимости от уровня способности, длительность 0,75 сек).  

Исключения:  

- Замедление не применяется к союзникам (Mana Break не работает против союзных юнитов).  
- Если цель имеет хотя бы 1 единицу маны, замедление не накладывается – будет только сжигание маны и урон от сожжённой маны.  

Итого: **цель без маны будет замедлена**.",Нет: замедление передвижения не применяется к существам без маны.
gpt-oss-120b/basic,q30,reasoning,True,False,True,True,5,5,False,7.52,789,171,5,5,5,"Ответ полностью верен, подтвержден контекстом (включая wiki по диспелам), точно отвечает на вопрос.",Можно ли снять оглушение (стан) базовым развеиванием?,"Нет. Базовое (basic) развеивание в Dota 2 удаляет лишь «мягкие» дебаффы — замедления, бонусы к урону, молчание и т.п. Оно **не** способно снять жёсткие ограничения, такие как оглушения (stuns), привязки, полёты и прочие hard‑disable‑эффекты. Чтобы снять оглушение, нужен сильный (strong) или смертельный (death) диспел, либо специальные способности/предметы, которые явно указывают возможность снятия станов. Таким образом, базовым развеиванием оглушение снять нельзя.","Нет: базовое развеивание снимает замедления, бонусы, silence и т.п., но не снимает большинство жёстких контролей вроде оглушения — для этого нужно сильное развеивание (strong dispel)."
gpt-oss-120b/basic,q31,reasoning,True,False,True,True,5,3,False,5.92,799,342,5,4,5,"Ответ полностью верен, отвечает на вопрос и совпадает с эталоном. Оценка faithfulness снижена до 4, так как некоторые упомянутые механики (magic resistance, spell block) выходят за рамки предоставленного контекста, хотя являются общеизвестными фактами по игре.",Поможет ли уклонение (evasion) против урона от заклинаний?,"**Нет, уклонение не защищает от урона, наносимого заклинаниями.**  

Уклонение (evasion) работает только против обычных атак — проектильных и ближних ударов. Оно срабатывает в момент, когда атака «приземляется» (при попадании снаряда или в момент attack‑point для melee‑юнитов).  

Все заклинания наносят **spell‑damage**, а не атакующий урон, поэтому их урон не проверяется на шанс уклонения. Чтобы уменьшить урон от заклинаний, нужны другие механики:  

- **Magic Resistance** (магическое сопротивление) – уменьшает получаемый урон от заклинаний.  
- **Spell Amplification / Spell Weakness** (например, Veil of Discord) – меняет количество урона, но не связан с уклонением.  
- **Spell Block** (например, Linken’s Sphere) – полностью блокирует первое заклинание.  
- **True Strike / Accuracy** – наоборот, игнорируют уклонение, но тоже не влияют на урон от заклинаний.  

Таким образом, даже если у героя высокий показатель уклонения (например, +15 % от *Talisman of Evasion*), он всё равно будет получать полный урон от всех заклинаний, если только не имеет дополнительного магического сопротивления или других защитных эффектов.",Нет: уклонение срабатывает только против атак; к тому же True Strike и Accuracy его игнорируют.
gpt-oss-120b/basic,q32,reasoning,True,False,True,True,5,5,False,7.66,809,190,5,4,5,"Ответ полностью верен по существу и соответствует эталону. Однако часть деталей о кулдаунах и поведении заклинаний частично опирается на общую игровую механику из контекста [3] и [4], а не только на прямую фразу про Silence.","Что произойдёт с поддерживаемым (channeling) заклинанием героя, если на него наложить Silence?","Если на героя наложить **Silence**, то любое его **канализующее** заклинание будет **прервано**. При этом:

* Само заклинание перестаёт действовать (его эффект не завершается);
* Заклинание переходит на **кулдаун** и **съедает ману**, как если бы оно было использовано полностью;
* Если у заклинания есть дополнительный эффект, зависящий от времени канала, он будет рассчитан только на время, которое успел герой пробыть в канале до прерывания.

То есть Silence полностью останавливает процесс канала и заставляет способность вести себя так, как если бы её канал был прерван игроком. (Для сравнения, **mute** прерывает только предметные каналы, а не способности.)",Silence прерывает поддерживаемое заклинание.
gpt-oss-120b/basic,q33,reasoning,True,False,True,True,5,2,False,6.14,830,85,5,5,5,"Ответ полностью точен, полон, полностью подтвержден контекстом и отвечает на поставленный вопрос.",Может ли Meat Hook у Pudge притянуть союзника и нанесёт ли он ему урон?,"Да, **Meat Hook** может притягивать союзников. При этом союзнику урон **не наносится** – он просто притягивается к Паджу и может свободно действовать во время перемещения. Урон наносится только вражеским героям (и некоторым другим вражеским юнитам).","Да, крюк притягивает союзников, но не наносит им урона."
gpt-oss-120b/basic,q34,reasoning,True,False,True,True,5,4,False,5.53,789,105,5,5,5,"Ответ полностью верен, опирается на контекст и точно отвечает на поставленный вопрос.",Anti-Mage пытается сделать Blink на 100 единиц. На какое расстояние он переместится?,"Согласно механике способности Blink у Anti‑Mage, минимальное расстояние телепорта — 200 единиц. Если цель указана ближе, чем эта граница, способность всё равно перемещает героя на **200 единиц**. Поэтому при попытке Blink на 100 единиц он переместится именно на 200 единиц.",На 200 единиц: при попытке переместиться меньше минимальной дистанции Blink переносит на 200.
gpt-oss-120b/basic,q35,unanswerable,False,False,False,,5,3,False,7.36,1022,51,1,1,5,"Ответ системы не подтверждается предоставленным контекстом, в котором нет информации о победителях TI 2019 (хотя исторически факт верен, по условиям задачи в контексте этих данных нет, эталон требовал отказ).",Кто выиграл The International 2019?,Победителями The International 2019 стали **OG** – они выиграли финальный матч и завоевали главный приз турнира.,
gpt-oss-120b/basic,q36,unanswerable,False,False,False,,5,4,False,6.54,988,74,1,1,5,"Ответ системы неверный и галлюцинирует информацию, которой нет в контексте (в контексте вообще нет данных про Arcana для Pudge и её стоимость в Steam).",Сколько стоит набор Arcana для Pudge в магазине Steam?,"Набор **Arcana для Pudge** в магазине Steam стоит **19,99 $** (USD).",
gpt-oss-120b/basic,q37,unanswerable,False,False,False,,5,5,False,5.64,831,202,1,1,1,"Ответ полностью выдуман системой и отсутствует в контексте, хотя эталон требовал сообщить о недостатке информации.",Какой рейтинг MMR у профессионального игрока Miracle-?,"Профессиональный игрок **Miracle‑** (Amer Al‑Barkawi) известен тем, что его рейтинг MMR находится в диапазоне **9 000 – 9 500**.  
На пике своей карьеры (в 2021‑2022 гг.) он достиг **≈ 9 500 MMR** в рейтинговом режиме Solo/Party. В более поздних сезонах его рейтинг колебался около **9 000 MMR**.  

Таким образом, можно сказать, что текущий (и исторический) рейтинг Miracle‑ — примерно **9 000 – 9 500 MMR**.",
gpt-oss-120b/basic,q38,unanswerable,False,False,False,,5,5,False,5.94,637,226,3,1,5,"Ответ системы содержит верную фактическую информацию, но в контексте этой базы знаний информации нет, поэтому faithful оценка 1. Ответ корректен по смыслу в реальности, но расходится с эталоном, так как эталон требовал ответа об отсутствии информации в базе.",Когда выйдет Dota 3?,"На данный момент **официальных анонсов и планов по выпуску «Dota 3» не существует**.  

Valve Corporation, разработчик Dota 2, сосредоточила свои усилия на поддержке и развитии текущей игры: регулярно выпускает крупные обновления, новые герои, карты, режимы и мероприятия (например, The International).  

Все слухи о «Dota 3» либо являются спекуляциями, либо относятся к фанатским проектам, но ни один из них не подтверждён компанией. Пока Valve не объявит о работе над новой игрой в серии, можно считать, что **Dota 3 пока не запланирована и не имеет даты выхода**.  

Если появятся официальные новости, они, скорее всего, будут опубликованы на официальных каналах Valve — блоге Dota 2, в соцсетях и на сайте Steam. Следите за ними, чтобы быть в курсе.",
gpt-oss-120b/basic,q39,unanswerable,False,False,False,,5,5,False,7.15,857,378,3,2,3,"Ответ системы содержит много информации, которой не было в контексте (например, способности Blink, Crystal Nova, Arcane Aura и детали про них), что нарушает требование по faithfulness. При этом сам факт отсутствия такого героя в официальной Dota 2 отмечен верно.",Какие способности у героя Frostblade Queen?,"В Dota 2 нет героя с именем **Frostblade Queen**.  

В игре есть два отдельных героя, которые часто упоминаются в ваших фрагментах:

| Герой | Основные способности |
|-------|----------------------|
| **Queen of Pain** | • **Shadow Strike** – наносит периодический урон и замедление.<br>• **Sonic Wave** – мощный линейный скилл‑урон.<br>• **Scream of Pain** – радиальный урон по врагам.<br>• **Blink** – телепортация. |
| **Crystal Maiden** | • **Frostbite** – корит цель, нанося урон и запрещая движение/атаки.<br>• **Crystal Nova** – областьный урон и замедление.<br>• **Freezing Field** – ультимейт, наносит периодический урон в радиусе.<br>• **Arcane Aura** – пассивный бонус к мане союзникам. |

Если вы имели в виду комбинацию способностей этих двух героев (например, «короткая заморозка» + «тёмный удар»), то такой персонаж в официальной базе героев не существует. Возможно, речь идёт о пользовательском кастомном герое или о неверном названии. В официальной игре вы можете использовать только перечисленные выше способности у соответствующих героев.",
gpt-oss-120b/basic,q40,unanswerable,False,False,False,,5,3,False,9.27,764,1500,1,1,1,"Система проигнорировала контекст по Dota 2 и выдала галлюцинацию с подробным гайдом на Yasuo из другой игры (League of Legends), в то время как в базе знаний информации нет.",Как собирать Yasuo в League of Legends?,"**Yasuo** — один из самых популярных и одновременно самых сложных чемпионов в League of Legends. Чтобы играть им эффективно, нужно правильно подбирать предметы, учитывать его сильные и слабые стороны и соблюдать определённую последовательность действий в матче. Ниже — подробный гайд по сборке Yasuo (на патч 13.24, но принципы остаются актуальными и для более новых патчей).

---

## 1. Основные принципы игры Yasuo

| Параметр | Что важно | Почему |
|----------|-----------|--------|
| **Роль** | Топ‑лейн / Мид‑лейн (реже ADC) | На топе у него хороший 1‑v‑1, на миде — мощный pick‑potential. |
| **Скилл‑комбо** | **E → Q → (Auto‑attack) → R** | **E** (Tempest) — прокачивает **Q** (Steel Tempest) и даёт **Wind Wall**; **R** (Last Breath) — запускается только после **knock‑up** (от E, Q‑2‑хита, W, предметов или союзников). |
| **Ключевая механика** | **Wind Wall** (W) блокирует все снаряды, включая ульты. | Правильное использование W спасает от гипер‑китов и позволяет безопасно входить в бой. |
| **Скоростные требования** | Высокая **Attack Speed** и **Critical Chance**. | Yasuo — AD‑критический чемпион; без критов его урон падает до ноль. |
| **Синергия с knock‑up‑героями** | **Malphite, Orianna, Nautilus, Rell, etc.** | Их контролл позволяет часто использовать R. |

---

## 2. Предметы

### 2.1. Стартовые предметы

| Предмет | Зачем |
|---------|-------|
| **Doran’s Blade** | +8 AD, +3 % Life Steal, небольшое здоровье — хороший старт для топ‑лейна. |
| **Health Potion** × 2 | Выживаемость в ранних лейн‑фазах. |
| **Stealth Ward** | Видимость в лейне. |

*Если играете на миде, часто берут **Doran’s Shield** против тяжёлого poke‑а.*

### 2.2. Основные предметы (Core)

| Предмет | Причина |
|---------|---------|
| **Infinity Edge** | +80 AD + 25 % Critical Damage → основной источник урона. |
| **Statikk Shiv** (или **Kraken Slayer** в текущем патче) | **Statikk Shiv** — добавляет burst‑damage и проникновение; **Kraken Slayer** — пробивает тяжёлую броню. |
| **Phantom Dancer** | +45 AD, +45 % Attack Speed, +10 % Critical Chance, **Spectral Waltz** (увеличивает движение и даёт фазинг). |
| **Bloodthirster** | +55 AD, **Life Steal** — позволяет держаться в бою дольше. |
| **Guardian Angel** | +40 AD, **Revive** — страхует от глубоких взрывов. |
| **Mortal Reminder** (если против крит‑героев) | Снижение healing на 25 % и Armor Pen — полезно против Sylas, Vayne, etc. |

### 2.3. Ситуационные предметы

| Предмет | Когда брать |
|---------|--------------|
| **Berserker’s Greaves** | Если нужен Attack Speed и меньше мобility‑penalty. |
| **Plated Steelcaps** | Против AD‑тяжелых композиций (e.g., Urgot, Renekton). |
| **Mercury’s Treads** | Против CC‑много композиций (e.g., Morgana, Malzahar). |
| **Maw of Malmortius** | Против burst‑magic damage (e.g., LeBlanc, Syndra). |
| **Serylda’s Grudge** | Против shield‑heavy героев (e.g., Sion, Malphite). |
| **Lord Dominik’s Regards** | Против high‑armor героев (e.g., Sion, Ornn). |
| **Death’s Dance** | Если нужен survivability и damage‑reduction. |

### 2.4. Порядок покупки (пример)

1. **Doran’s Blade** → **Health Potion** × 2  
2. **Berserker’s Greaves** (или **Plated Steelcaps**/**Mercury’s Treads**)  
3. **Infinity Edge**  
4. **Statikk Shiv** (или **Kraken Slayer**)  
5. **Phantom Dancer**  
6. **Bloodthirster** → **Guardian Angel** (или **Mortal Reminder** в зависимости от ситуации)  

---

## 3. Руны

### 3.1. Основные (Primary) — **Precision**

| Руна | Описание |
|------|----------|
| **Conqueror** | Накопление +1 AD / +1 % Life Steal за каждую атаку/умение. Идеально для длительных боёв. |
| **Triumph** | Восстановление % здоровья и золотой бонус после убийства/ассиста. |
| **Legend: Alacrity** | +1 % Attack Speed за каждую помощь/убийство. |
| **Coup de Grace** (или **Last Stand** в зависимости от композиции) | Увеличивает урон по низко‑здоровым целям. |

### 3.2. Вторичные (Secondary) — **Domination** (или **Resolve**)

| Руна | О",
gpt-oss-120b/basic,q41,unanswerable,False,False,False,,5,5,False,15.86,745,788,1,1,5,"В контексте нет информации о системных требованиях для Mac, эталонный ответ должен был быть 'недостаточно информации', но система выдала подробный ответ, которого нет в предоставленных фрагментах контекста (галлюцинация или использование внешних знаний).",Какие системные требования у Dota 2 для Mac?,"**Минимальные системные требования Dota 2 для macOS (по состоянию на 2024 год)**  

| Требование | Значение |
|------------|----------|
| **Операционная система** | macOS 10.13 (High Sierra) или новее (поддерживаются также macOS 10.14, 10.15, 11 Big Sur, 12 Monterey, 13 Ventura) |
| **Процессор** | 64‑битный процессор Intel Core 2  Duo или лучше (i5/i7 и выше) |
| **Оперативная память** | 4 ГБ RAM (рекомендовано 8 ГБ) |
| **Видеокарта** | Intel HD Graphics 4000 или лучше; поддержка OpenGL 2.1 и выше (дискретные GPU AMD Radeon R9 или NVIDIA GeForce GTX 750 и новее дают более стабильный FPS) |
| **Хранилище** | 15 ГБ свободного места на SSD/HDD (для установки и будущих обновлений) |
| **Разрешение экрана** | 1024 × 768 пикселей (рекомендовано 1280 × 720 и выше) |
| **Звук** | Совместимая звуковая карта/встроенный аудио‑драйвер |
| **Подключение к интернету** | Широкополосное соединение (для онлайн‑матчей) |

**Рекомендованные (оптимальные) требования**  

| Требование | Значение |
|------------|----------|
| **OS** | macOS 11 (Big Sur) или новее |
| **CPU** | 4‑ядерный Intel i5 (2.5 GHz и выше) или Apple Silicon M1/M2 (нативный клиент) |
| **RAM** | 8 ГБ или больше |
| **GPU** | Дискретная видеокарта AMD Radeon RX 560 / NVIDIA GeForce GTX 1050 или встроенный Apple M‑series GPU с поддержкой Metal |
| **Хранилище** | SSD, минимум 20 ГБ свободного места |
| **Разрешение** | 1920 × 1080 (Full HD) или выше, 60 FPS при средних настройках графики |

> **Важно:** С выходом версии Dota 2 для Apple Silicon (M1/M2) минимальные требования несколько упрощаются, так как игра работает в нативном режиме и использует графический API Metal вместо OpenGL. Если у вас Mac с процессором Apple Silicon, достаточно macOS 12 Monterey и 4 ГБ RAM, но для комфортного геймплея всё‑равно рекомендуется 8 ГБ RAM и SSD.

**Где проверить актуальные требования?**  
Самую свежую информацию можно найти в клиенте Steam → «Dota 2» → «Системные требования», а также на официальной странице поддержки Valve: https://support.steampowered.com/.  

Если ваш Mac соответствует хотя бы минимальным требованиям, игра запустится, но для более плавного геймплея и более высоких графических настроек лучше стремиться к рекомендованным параметрам.",
